disease_id	hpo_id	hpo_weight	evidence_source
Orpha_2182	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_2203	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_220493	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_220497	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_2209	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_2253	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_2254	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_228384	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_228390	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_2307	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_2308	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_230851	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_2318	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_2322	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_233	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_2332	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_235	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_2377	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_2379	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_238769	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_2438	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_246	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_2462	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_2508	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_250923	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_251019	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_251071	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_251383	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_2518	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_254913	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_2609	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_261250	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_261279	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_261323	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_261537	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_261552	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_263487	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_268261	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_2707	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_2710	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_2744	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_2745	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_280	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_280071	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_2802	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_280200	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_280633	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_280763	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_2822	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_2833	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_284169	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_289	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_2896	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_2953	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_2963	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_2971	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_2990	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_300570	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_300573	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_3071	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_309282	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_3107	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_3129	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_313892	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_314647	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_314978	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_3157	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_319332	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_319671	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_320365	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_320375	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_320380	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_320401	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_3205	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_3250	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_329178	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_329308	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_329314	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_330050	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_33364	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_3339	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_3342	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_33445	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_3454	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_3474	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_35069	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_35107	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_352403	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_352490	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_352577	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_353277	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_353284	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_35612	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_356961	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_357074	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_363528	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_363611	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_363686	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_363958	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_363965	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_369837	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_369847	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_369939	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_369942	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_370022	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_370927	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_370959	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_370968	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_377	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_391307	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_391372	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_391474	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_394	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_397933	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_398069	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_398079	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_401777	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_404448	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_404473	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_411493	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_411511	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_412069	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_420179	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_436141	HP:0000486	0.995	Orphapacket_HPO_frequency
Orpha_436274	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_44	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_444072	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_444077	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_453510	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_45358	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_457193	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_457240	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_457279	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_457395	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_457485	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_458803	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_464	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_464288	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_464311	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_464738	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_46627	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_466688	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_466722	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_466791	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_466950	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_467166	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_468678	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_468699	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_475	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_476126	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_477817	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_477993	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_480880	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_480898	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_480907	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_48431	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_485350	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_487796	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_487825	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_488613	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_488627	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_488632	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_494344	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_495818	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_495875	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_500055	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_500095	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_500150	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_502434	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_506358	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_508488	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_508498	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_513436	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_513456	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_52022	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_522077	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_527497	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_534	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_536532	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_54	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_559	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_560	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_562528	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_567	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_570	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_572013	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_572333	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_576283	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_578	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_588	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_589618	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_589905	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_592574	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_627	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_64753	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_647799	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_648	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_65759	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_708	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_71277	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_744	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_75382	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_75857	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_763	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_77260	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_77261	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_77301	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_792	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_79244	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_79279	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_79281	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_79318	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_79320	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_79322	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_79324	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_79327	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_794	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_79433	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_79434	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_79443	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_79500	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_800	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_818	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_819	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_821	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_828	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_84	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_85167	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_85278	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_85279	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_85288	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_857	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_861	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_86309	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_86818	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_87	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_88618	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_88639	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_88644	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_894	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_90024	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_90050	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_90321	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_90322	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_90324	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_90348	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_904	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_908	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_910	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_91131	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_91495	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_915	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_93262	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_93315	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_93333	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_93360	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_93399	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_93400	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_93932	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_93945	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_93950	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_94065	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_959	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_96148	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_974	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_97685	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_98754	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_98764	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_98794	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_98907	HP:0000486	0.545	Orphapacket_HPO_frequency
Orpha_99734	HP:0000486	0.03	Orphapacket_HPO_frequency
Orpha_99803	HP:0000486	0.891	Orphapacket_HPO_frequency
Orpha_99949	HP:0000486	0.173	Orphapacket_HPO_frequency
Orpha_100	HP:0000496	0.891	Orphapacket_HPO_frequency
Orpha_100996	HP:0000496	0.173	Orphapacket_HPO_frequency
Orpha_1171	HP:0000496	0.173	Orphapacket_HPO_frequency
Orpha_139406	HP:0000496	0.891	Orphapacket_HPO_frequency
Orpha_157941	HP:0000496	0.173	Orphapacket_HPO_frequency
Orpha_1941	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_233	HP:0000496	0.891	Orphapacket_HPO_frequency
Orpha_2388	HP:0000496	0.173	Orphapacket_HPO_frequency
Orpha_240085	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_254892	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_2753	HP:0000496	0.891	Orphapacket_HPO_frequency
Orpha_2836	HP:0000496	0.891	Orphapacket_HPO_frequency
Orpha_293168	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_300570	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_3006	HP:0000496	0.173	Orphapacket_HPO_frequency
Orpha_307	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_319514	HP:0000496	0.173	Orphapacket_HPO_frequency
Orpha_329284	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_3454	HP:0000496	0.891	Orphapacket_HPO_frequency
Orpha_352649	HP:0000496	0.891	Orphapacket_HPO_frequency
Orpha_369939	HP:0000496	0.173	Orphapacket_HPO_frequency
Orpha_399	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_435628	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_488594	HP:0000496	0.173	Orphapacket_HPO_frequency
Orpha_51	HP:0000496	0.173	Orphapacket_HPO_frequency
Orpha_544503	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_66631	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_773	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_79096	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_79101	HP:0000496	0.173	Orphapacket_HPO_frequency
Orpha_792	HP:0000496	0.891	Orphapacket_HPO_frequency
Orpha_79244	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_95434	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_98755	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_98913	HP:0000496	0.545	Orphapacket_HPO_frequency
Orpha_99027	HP:0000496	0.173	Orphapacket_HPO_frequency
